cwp_1a_kw,cwp_1a_disc_p,ret_cw_flow,cwp_1b_kw,cwp_1a_dex
1090.90625,2.541670799,27295.3125,1067.171875,0.448596001
1090.953125,2.550098419,28558.125,1073.59375,0.487253994
1093.40625,2.541077137,27168.51563,1072.046875,0.422688007
1089.15625,2.567409039,26964.375,1071.15625,0.473688006
1084.84375,2.582598209,27509.76563,1068.6875,0.481032014
1085.8125,2.526239157,27550.54688,1068.484375,0.473892003
1090.296875,2.51677084,26864.76563,1071.09375,0.479808003
1087.90625,2.522642612,27182.34375,1067.265625,0.54498601
1090.09375,2.543869019,27027.89063,1069.4375,0.616590023
1092.25,2.56460619,27428.20313,1068.234375,0.528614998
1087.59375,2.517083168,27251.48438,1069.265625,0.479195982
1089.328125,2.514617443,29807.10938,1066.28125,0.673659027
1084.453125,2.545546532,26551.875,1067.5625,0.456726849
1088.671875,2.526465178,27311.25,1064.09375,0.424115986
1084.84375,2.521864176,28538.20313,1061.984375,0.515303969
1085.53125,2.519128323,26714.29688,1067.34375,0.467338502
1089.25,2.535299301,27010.07813,1068.234375,0.580175996
1090.34375,2.527292013,26619.60938,1072.25,0.491512507
1084.71875,2.53508687,26724.375,1066.5625,0.57466799
1093.09375,2.558186769,27001.64063,1072.8125,0.46756801
1091.84375,2.546490192,28365.70313,1068.84375,0.467262
1088.34375,2.529377699,27192.89063,1067.578125,0.450635999
1084.734375,2.519953728,26975.85938,1066.515625,0.562121987
1088.171875,2.554000139,27252.42188,1073.046875,0.341802001
1089.15625,2.578031063,27765.9375,1068.96875,0.356031001
1093.921875,2.587136269,27752.10938,1071.9375,0.497249991
1085,2.55503583,27067.03125,1064.890625,0.398106009
1086.078125,2.557817459,27380.85938,1064,0.430440009
1088.46875,2.531295776,28852.03125,1069.9375,0.504899979
1088.78125,2.529296875,27078.51563,1070.875,0.517139971
1090.171875,2.539731264,27322.03125,1066.84375,0.535806
1087.625,2.544921875,27422.10938,1070.765625,0.562795222
1090.140625,2.530718803,27243.75,1072.46875,0.495516002
1085.796875,2.532095432,26985,1066.640625,0.480726004
1085.203125,2.562623501,26992.73438,1070.84375,0.484703988
1091.375,2.585499763,27468.04688,1070.234375,0.384948015
1085.5,2.567648649,27731.71875,1062.5625,0.507654011
1089.21875,2.536785126,26937.42188,1070.359375,0.380663991
1087.796875,2.584878206,27661.40625,1064.4375,0.460101604
1088.1875,2.547566414,27699.14063,1069.15625,0.597541511
1085.65625,2.549319983,27252.42188,1065.296875,0.5354563
1088.815063,2.551077366,27595.11719,1069.648438,0.602628708
1085.578125,2.566525459,28477.5,1068.390625,0.568038046
1093.703125,2.564408541,28887.65625,1071.375,0.456245989
1088.5625,2.560982943,27932.10938,1063.453125,0.636785984
1089.359375,2.557102203,27429.60938,1069.171875,0.432582021
1087.375,2.586341143,28113.75,1066.9375,0.411671996
1086.9375,2.590759993,26867.10938,1068.109375,0.522787094
1093.421875,2.581668615,26743.125,1072.1875,0.511632025
1088.734375,2.529019356,26729.76563,1070.09375,0.450585008
1090.296875,2.556250095,26510.85938,1069.125,0.517140031
1086.96875,2.552929163,27783.04688,1065.28125,0.604808986
1090.65625,2.524564505,27323.4375,1068.1875,0.49620086
1089.96875,2.549518824,26793.28125,1070.65625,0.45124802
1091.671875,2.571974754,27365.85938,1071.5,0.56230557
1086.1875,2.524916887,27314.29688,1066.65625,0.504287958
1085.140625,2.559385538,27139.6875,1068.140625,0.562427998
1087.609375,2.535422325,29981.25,1067.40625,0.363528013
1091.226563,2.530878305,27397.73438,1070.21875,0.367352992
1088.84375,2.532213449,27047.57813,1065.078125,0.538866043
1085.109375,2.525148153,29236.875,1065.4375,0.409734011
1087.703125,2.53278017,27222.89063,1069.3125,0.55714947
1092.40625,2.540227175,27600.70313,1075.109375,0.601595998
1090.6875,2.541787863,26956.875,1071.734375,0.541620016
1090.28125,2.53438735,27313.125,1071.15625,0.626688004
1093.359375,2.551365852,27486.5625,1069.734375,0.420826524
1093.375,2.51774025,26691.79688,1069.265625,0.419627994
1090.554688,2.587742329,28510.78125,1069.84375,0.571118414
1092.78125,2.543595552,27509.53125,1071.609375,0.535117507
1089.140625,2.512916327,26578.35938,1070.171875,0.529991984
1088.40625,2.516381979,26611.40625,1067.625,0.442820251
1087.453125,2.588288307,27939.84375,1067.75,0.605268002
1088.09375,2.528642654,27581.95313,1068.3125,0.359069169
1086.65625,2.538388014,26825.39063,1069.078125,0.404226005
1092.046875,2.528821945,27771.5625,1073.1875,0.455940008
1086.59375,2.525945902,27690.70313,1065.765625,0.549575984
1089.015625,2.540773869,27285.70313,1069.296875,0.524483979
1090.953125,2.541142464,27265.07813,1075.40625,0.577422023
1088.984375,2.544380188,27303.51563,1069.75,0.486234009
1089.234375,2.552243471,27272.57813,1074.148438,0.490211993
1085.46875,2.553833961,27009.375,1066.59375,0.420444012
1085.859375,2.532099962,27054.60938,1068.890625,0.492047995
1092.15625,2.546416759,28107.65625,1074,0.483786017
1091.03125,2.549861193,27135.23438,1072.234375,0.492354006
1092.96875,2.584774494,27511.17188,1072.515625,0.510757685
1090.15625,2.578476429,27550.54688,1069.59375,0.350931019
1091.90625,2.543973684,28165.78125,1072.015625,0.597159028
1087.8125,2.539550304,27753.75,1068.515625,0.489293993
1090.9375,2.581590414,27785.39063,1069.703125,0.402543008
1086.3125,2.546150684,28664.0625,1066.546875,0.497556001
1089.3125,2.533217669,28299.84375,1071.625,0.419627994
1087.1875,2.534173489,27831.5625,1069.203125,0.470628023
1085.765625,2.538143873,28236.32813,1068.265625,0.465732008
1086.015625,2.536511898,29721.09375,1068.90625,0.511937976
1084.859375,2.551942825,27358.35938,1069.640625,0.608327985
1084.578125,2.53698945,26880.9375,1065.625,0.382194012
1087.03125,2.559045076,26615.39063,1072.4375,0.455327988
1089.9375,2.588397026,26617.73438,1070.734375,0.581910014
1087.359375,2.572033167,26616.5625,1065,0.573137999
1085.859375,2.546929836,26613.28125,1065.25,0.532317638
1089.96875,2.560768604,26854.6875,1070.53125,0.589049995
1087.046875,2.582478762,27425.625,1069.15625,0.496217251
1088,2.536567926,29385.23438,1067.890625,0.437274009
1090.875,2.528373241,27993.28125,1070.5,0.472770005
1089.09375,2.522870064,27847.5,1072.234375,0.502452016
1088.28125,2.555761099,27836.71875,1068.15625,0.464507997
1084.609375,2.56004262,28801.875,1066.0625,0.336753011
1087.34375,2.556035042,28113.51563,1069.65625,0.498984009
1087.8125,2.544834137,27013.35938,1073.078125,0.577116013
1086.390625,2.533941507,26855.39063,1069.085938,0.432684004
1086.796875,2.54253459,27113.4375,1067.859375,0.476135999
1089.875,2.566594124,27261.32813,1067.828125,0.473994017
1086.210938,2.575088263,26680.07813,1068.90625,0.505511999
1084.5,2.530840874,27179.53125,1065.3125,0.596700013
1089.09375,2.567937613,26649.14063,1076.015625,0.512856007
1085.640625,2.5852561,27357.65625,1069.984375,0.558449984
1091.078125,2.600092411,27546.32813,1071,0.460530013
1085.328125,2.562226295,27049.6875,1069.46875,0.511020005
1085.953125,2.545535088,27173.20313,1070.015625,0.454348803
1088.234375,2.52487421,28701.5625,1067.234375,0.402695984
1091.921875,2.56319356,26877.1875,1067.3125,0.514385998
1093.28125,2.555190325,26792.57813,1072.75,0.506735981
1089.390625,2.552378654,28447.5,1069,0.426411003
1091.203125,2.542419434,29552.10938,1071.9375,0.436049998
1087.640625,2.563028812,28578.28125,1069.828125,0.586194038
1090.078125,2.549703836,29747.8125,1072.734375,0.534276009
1088,2.544858217,27184.21875,1066.90625,0.538050056
1091.9375,2.543750048,26945.15625,1074.96875,0.514385998
1086.96875,2.543603897,27158.90625,1064.921875,0.427941024
1084.875,2.536780834,26730.46875,1063.890625,0.47083199
1088.640625,2.595422029,27365.39063,1074.40625,0.638316035
1093.203125,2.54336834,26823.04688,1071.796875,0.505410016
1088.71875,2.534710407,27263.90625,1069.84375,0.64486438
1088.640625,2.514325857,26883.98438,1072.125,0.478379995
1091.09375,2.522958994,27643.35938,1071.53125,0.630053997
1088.421875,2.536277294,27590.625,1071.015625,0.513773978
1084.0625,2.584824085,27810.46875,1067.0625,0.523158014
1089.5,2.561507702,29612.10938,1071.75,0.375904024
1089.921875,2.558172941,29430.9375,1066.53125,0.462825
1087.703125,2.547054291,27604.92188,1068.921875,0.471069992
1091.375,2.556536436,27555.46875,1069.3125,0.513009012
1085.265625,2.54766202,27140.625,1067,0.659429967
1087.921875,2.529292583,27407.10938,1073.03125,0.423402011
1086.40625,2.517896652,27660.9375,1073.59375,0.572220027
1086.328125,2.550458908,28693.35938,1071.1875,0.412855208
1086.21875,2.592685461,29220.9375,1065.328125,0.563652039
1088.515625,2.54589057,27549.60938,1064.921875,0.514079988
1087.59375,2.511240005,26985.70313,1073.03125,0.455940008
1086.234375,2.51554656,28013.67188,1071.90625,0.579869986
1088.109375,2.566713095,27547.96875,1065.015625,0.596087992
1085.5,2.565553665,27590.625,1065.828125,0.533969998
1084.234375,2.538994789,29403.75,1063.53125,0.474299997
1089.296875,2.552146673,29195.39063,1071.625,0.522545993
1088.15625,2.556494474,28965.70313,1070.03125,0.486234009
1088.328125,2.557314634,27761.48438,1067.46875,0.41891399
1088.46875,2.557621241,27221.25,1073.5625,0.634950042
1089.25,2.552202225,27029.29688,1066.96875,0.505818009
1088.609375,2.529697895,27015.46875,1071.890625,0.553860009
1091.46875,2.527310133,26761.64063,1072.859375,0.505205989
1085.96875,2.550800562,27876.09375,1063.78125,0.671822965
1093.3125,2.542446613,27583.125,1073.140625,0.611999989
1092.71875,2.574136257,27786.09375,1072.546875,0.524280012
1090.8125,2.565613985,28499.0625,1071.140625,0.397341013
1091.875,2.591850281,28375.54688,1070.765625,0.457980007
1087.0625,2.59973526,27803.90625,1067.890625,0.541620016
1091.65625,2.539458513,29711.25,1071.359375,0.414262801
1085.15625,2.564639568,29958.28125,1065.8125,0.600066006
1090.3125,2.537938595,28917.1875,1068.828125,0.603126049
1085.625,2.541056395,27988.35938,1066.734375,0.489906013
1088.015625,2.553707123,27182.57813,1069.921875,0.561877191
1088.375,2.57473135,27354.84375,1071.296875,0.565028965
1086.421875,2.537879705,26966.25,1066.9375,0.475217998
1087.03125,2.555739641,28490.85938,1070.3125,0.582318008
1091.046875,2.589140892,26803.125,1068.984375,0.36860761
1090.601563,2.542899847,26973.75,1067.46875,0.538866043
1090.078125,2.556577444,28855.54688,1069.578125,0.453415513
1084.765625,2.553771257,29161.17188,1067.40625,0.399636
1087.96875,2.531385899,27426.09375,1069.421875,0.538253963
1088.03125,2.539117575,26896.17188,1066.09375,0.544221044
1089.734375,2.587636232,27612.65625,1068.734375,0.503879964
1085.765625,2.542002916,27824.0625,1068.40625,0.473688006
1091.9375,2.588987589,27375.46875,1071.765625,0.417801291
1085.203125,2.560367346,27340.07813,1066.078125,0.502961993
1090.46875,2.560769081,27855.46875,1073.09375,0.518976033
1092.015625,2.531328201,26917.03125,1071.1875,0.578186989
1090.375,2.548244715,27927.89063,1068.21875,0.483847201
1086.71875,2.547472,28312.5,1065.9375,0.605880022
1085.71875,2.558650255,28067.34375,1069.140625,0.600525022
1087.234375,2.579799414,28282.73438,1071.734375,0.466037989
1086.875,2.570885658,27005.85938,1069.40625,0.577421963
1092.09375,2.567890644,27762.65625,1069.78125,0.497678429
1085.6875,2.562204123,27732.42188,1069.703125,0.575892031
1084.65625,2.552359104,27498.04688,1064.46875,0.507348001
1086.15625,2.544602871,27531.5625,1072.203125,0.672435045
1087.9375,2.585391998,27202.5,1066.9375,0.524280012
1093.46875,2.577563286,27518.20313,1070.296875,0.507807016
1089.265625,2.587908745,27888.28125,1077.25,0.514079988
1091.15625,2.580703974,27487.96875,1070.453125,0.543761969
1085.609375,2.525341988,27868.82813,1067.734375,0.455633998
1090.9375,2.566215277,29285.15625,1073.984375,0.439110011
1090.359375,2.534271717,27944.53125,1069.84375,0.48062399
1088.375,2.578507662,27811.40625,1072.625,0.505511999
1088.625,2.564310312,27578.90625,1069.109375,0.539579988
1091.171875,2.545356512,29226.5625,1072.640625,0.502452016
1084.640625,2.52760148,27894.14063,1066.71875,0.464814007
1084.3125,2.520071983,27243.04688,1065.09375,0.483709484
1090.96875,2.569588423,27915.70313,1072.171875,0.430419594
1086.21875,2.575971127,29037.89063,1068.828125,0.418072492
1085.328125,2.535899878,28581.32813,1065.0625,0.402390003
1085.40625,2.551081419,28560.46875,1064.96875,0.431153983
1090.796875,2.546805382,26813.90625,1073.734375,0.514079988
1087.984375,2.584872961,28684.45313,1061.5,0.440334022
1086.71875,2.548418999,28059.375,1064.84375,0.388619989
1090.171875,2.537593365,27078.51563,1072.53125,0.499085993
1084.9375,2.584851265,28316.01563,1068.359375,0.46695599
1092.070313,2.556324244,28681.64063,1072.5,0.460835993
1088.984375,2.544062138,28088.4375,1069.109375,0.46756801
1088.234375,2.544532537,29118.28125,1068.953125,0.625463963
1088.171875,2.530398607,29860.78125,1068.4375,0.490518004
1085.140625,2.541445017,28128.51563,1072.015625,0.412794024
1089.25,2.549102306,28765.3125,1068.890625,0.429440379
1089.4375,2.549850702,29703.04688,1072.828125,0.474299997
1085.046875,2.537646055,28022.10938,1067.5,0.397799999
1088.890625,2.529782295,27342.42188,1072.21875,0.631277978
1084.21875,2.528709888,27402.65625,1068.0625,0.348901182
1092.40625,2.526669979,27059.76563,1071.59375,0.373932004
1088.84375,2.536634445,27147.1875,1072.5,0.502452016
1088.125,2.546406746,28945.54688,1070.578125,0.426462024
1091.703125,2.585853577,28672.96875,1066.875,0.528768003
1090.265625,2.554704428,27026.95313,1073.28125,0.377297997
1085.632813,2.593014479,28101.5625,1065.796875,0.507857978
1089.703125,2.562227964,28265.15625,1071.65625,0.434672982
1086.75,2.552030087,28566.79688,1071.375,0.500380576
1088.015625,2.566470385,29980.3125,1075.604126,0.442067981
1084.203125,2.561407804,29693.4375,1068.78125,0.558449984
1089.03125,2.562771082,29707.73438,1070.84375,0.529379964
1087.140625,2.565305948,29444.0625,1071.171875,0.495413989
1084.625,2.570362091,29131.64063,1071.375,0.651473999
1087.703125,2.555796385,28749.375,1070.953125,0.380908787
1086.59375,2.541668415,29695.3125,1074.328125,0.591395974
1088.46875,2.590915203,29631.5625,1068.328125,0.461244017
1086.5625,2.539558411,27258.51563,1068.5,0.483724803
1084.25,2.527420044,27510.46875,1070.59375,0.402696013
1087.25,2.552470922,27079.45313,1067.09375,0.442476004
1085.765625,2.574586391,27548.90625,1067.515625,0.50612402
1091.328125,2.564771652,29016.5625,1070.875,0.585072041
1092.46875,2.554948568,26963.4375,1072.75,0.485071212
1087.78125,2.553538799,29358.75,1070.046875,0.503216982
1087.25,2.555997133,28784.29688,1070.90625,0.44396776
1084.265625,2.535834074,27869.76563,1067.53125,0.456960022
1085.1875,2.582377672,29728.59375,1066.828125,0.444005996
1084.421875,2.594496489,28764.84375,1064.671875,0.392904013
1087.5625,2.561019659,29455.07813,1068.21875,0.50385958
1086.1875,2.554185867,28539.60938,1063.921875,0.484551013
1085.53125,2.586399317,27652.96875,1069.578125,0.499636829
1090.90625,2.564147472,29051.01563,1075.03125,0.440946013
1089.984375,2.571763515,29774.29688,1070.765625,0.567629993
1084.75,2.564466,28876.875,1070.015625,0.612305999
1087.703125,2.565182924,29377.5,1070.578125,0.473469436
1086.46875,2.561794996,29055.46875,1067.59375,0.460530013
1088.90625,2.548763275,29230.54688,1067.90625,0.445038736
1085.65625,2.587471008,29318.67188,1068.515625,0.534276009
1090,2.586356401,29062.96875,1072.21875,0.433908015
1091.28125,2.575568199,28058.90625,1073.671875,0.419679016
1087.984375,2.590105534,29069.76563,1068.46875,0.472770005
1089.5625,2.592242241,28319.53125,1069.40625,0.488987982
1087.125,2.563316107,27738.75,1072.6875,0.470934004
1087.8125,2.551357508,27833.20313,1064.21875,0.431459993
1089.109375,2.533618689,27516.5625,1072.390625,0.566362262
1091.109375,2.560031652,28379.0625,1073.4375,0.502451956
1092.390625,2.564422369,27836.95313,1070.6875,0.521959484
1089.828125,2.551086903,29443.35938,1075.71875,0.483786017
1087.328125,2.55608964,28033.35938,1074.609375,0.524178028
1087.21875,2.554751635,29145,1073.9375,0.440945983
1089.328125,2.561496258,28348.35938,1074.09375,0.602514029
1085.921875,2.571298361,28574.29688,1070.6875,0.544578016
1089.296875,2.585021019,28413.28125,1075.25,0.460835993
1090.1875,2.585711718,28582.03125,1072.71875,0.39902401
1089.578125,2.575183153,27837.1875,1072.65625,0.440640002
1086.234375,2.56154108,27399.84375,1070.984375,0.415854007
1084.046875,2.556642056,28676.01563,1070.234375,0.666467965
1092,2.540066481,29130.9375,1073.390625,0.495005995
1089.65625,2.546667576,28137.42188,1073.0625,0.436814994
1088.203125,2.592934132,28439.76563,1073.328125,0.368729979
1088.703125,2.531648874,27891.09375,1070.953125,0.587316036
1091.390625,2.535555124,27570.70313,1072.671875,0.365772009
1086.421875,2.541146517,28790.85938,1067.171875,0.572526038
1089.75,2.559109688,27565.54688,1070.0625,0.428094
1091.796875,2.579590321,28529.29688,1074.421875,0.485928029
1090.421875,2.571792841,29345.15625,1070.5,0.513365984
1089.453125,2.561380863,27104.76563,1067.90625,0.591192007
1092.3125,2.547259808,27824.0625,1073.570313,0.522342026
1092.3125,2.566052198,27803.67188,1068.875,0.352970988
1087.40625,2.550237656,26537.10938,1068.53125,0.684828043
1089.140625,2.585279703,28563.75,1065.9375,0.393210024
1092.625,2.539536715,27800.85938,1073.25,0.453492016
1088.640625,2.558921576,29627.34375,1069.015625,0.575280011
1089.9375,2.561642647,26638.82813,1069.21875,0.428094
1091.46875,2.548790932,29567.8125,1073.359375,0.517751992
1088.9375,2.558703184,28426.40625,1072.625,0.675342023
1091.671875,2.569172382,28530.23438,1073.421875,0.556919992
1090.984375,2.588182688,26896.875,1068.078125,0.603432
1093.140625,2.602678537,28419.84375,1072.421875,0.460529983
1086.609375,2.553844213,27772.96875,1066.46875,0.650556028
1091.515625,2.555726528,27118.125,1071.953125,0.460070997
1087.671875,2.549083948,27323.67188,1067.234375,0.621792018
1085.703125,2.548289061,27579.14063,1068.984375,0.563651979
1091.234375,2.562776089,27947.57813,1067.09375,0.523872018
1086.90625,2.55354929,26842.03125,1067.296875,0.42396301
1091.671875,2.546429634,27569.76563,1071.515625,0.420443982
1091.734375,2.534854412,27191.48438,1069.71875,0.452145606
1085,2.554260254,27114.84375,1072.1875,0.608328044
1091.21875,2.593711376,27532.73438,1069.609375,0.437427014
1091.15625,2.575408459,27813.28125,1069.984375,0.64321202
1091.234375,2.540290356,27400.07813,1071.109375,0.53549999
1086.703125,2.559598446,27924.375,1068.109375,0.451043993
1090.046875,2.543194056,27528.51563,1073.6875,0.432071984
1087.609375,2.531698942,27540.46875,1066.6875,0.445995003
1089.203125,2.557399035,29347.26563,1070.3125,0.514232993
1093,2.601755619,27579.84375,1070.671875,0.454869002
1092.375,2.585837603,26699.0625,1070.515625,0.388619989
1090.484375,2.548573971,27246.09375,1073.09375,0.472922981
1088.203125,2.561841726,26894.29688,1069.1875,0.461142004
1087.46875,2.562775612,27844.21875,1067.578125,0.550188005
1089.9375,2.569560051,27322.5,1067.234375,0.54498601
1091.34375,2.539268494,27182.57813,1069.6875,0.466037989
1089.046875,2.531597853,26570.625,1070.570313,0.446352005
1092.453125,2.559436798,28956.79688,1071.8125,0.47735998
1087.109375,2.530483484,27370.3125,1065.390625,0.305999994
1092.296875,2.573292971,29496.09375,1075.375,0.41843316
1088.546875,2.576865435,28371.5625,1070.109375,0.426869988
1087.796875,2.572479725,28130.15625,1071.265625,0.479869187
1085.015625,2.548583269,27540.23438,1069,0.457286417
1091.125,2.558806419,27336.09375,1070.15625,0.435285002
1091,2.602725983,26979.375,1070.328125,0.421974003
1090.828125,2.540334225,26668.82813,1073.78125,0.460835993
1093.6875,2.546074867,27105,1074.84375,0.571302056
1093.578125,2.544471502,26503.125,1072.734375,0.51295799
1089.8125,2.546658993,27179.0625,1073.796875,0.487661988
1090.15625,2.558885336,28759.92188,1069.578125,0.490059018
1091.5,2.561310053,29027.8125,1074.53125,0.403919995
1090.21875,2.552508831,27334.6875,1071.640625,0.501533985
1090.34375,2.566952944,29895,1067.96875,0.641988039
