cwp_1a_kw,cwp_1a_disc_p,ret_cw_flow,cwp_1b_kw,cwp_1a_dey
1086.421875,2.530572414,26953.82813,1072.546875,0.594802797
1089.375,2.563759089,26850.46875,1070.171875,0.570996046
1089.734375,2.595324039,27158.67188,1073.21875,0.487764001
1084.21875,2.602035284,28050,1064.6875,0.44828999
1089.109375,2.582579851,27895.54688,1070.5625,0.463896006
1090.6875,2.551109791,27633.75,1073.75,0.699822009
1088.875,2.542971849,27181.40625,1071.640625,0.366894007
1086.015625,2.565055132,27405.46875,1070.890625,0.551717997
1086.03125,2.563234329,27144.84375,1063.578125,0.396575987
1085.71875,2.534894705,27269.29688,1067.8125,0.54270798
1086.296875,2.550444126,27407.10938,1067.140625,0.64290601
1085.140625,2.555619001,29618.20313,1068.585938,0.489600003
1086.546875,2.548864126,30000,1069.546875,0.478540301
1091.6875,2.549335957,27260.15625,1072.03125,0.49158901
1088.890625,2.550311089,29302.5,1073.296875,0.494801998
1086.375,2.530286074,26833.82813,1070.65625,0.446606994
1086.296875,2.520573854,26726.95313,1067.421875,0.537335992
1091.859375,2.535763025,27689.53125,1074.453125,0.478584021
1086.828125,2.552165031,27429.375,1070.484375,0.577727973
1089.9375,2.586630821,28590.23438,1070.109375,0.501839995
1089.21875,2.562880516,27517.96875,1069.4375,0.353583008
1088.234375,2.534383297,27046.17188,1070.03125,0.404073
1084.15625,2.576970816,27682.73438,1068.9375,0.526166975
1089.671875,2.572158813,28101.79688,1071.921875,0.494128823
1086.171875,2.554668427,30000,1061.796875,0.405144006
1084.4375,2.554879904,27501.32813,1066.125,0.479808033
1088.703125,2.564299583,30000,1071.125,0.659430027
1090.203125,2.55883646,30000,1069,0.551029503
1087.421875,2.544949532,27472.96875,1069.03125,0.349656016
1088.640625,2.570453167,29048.4375,1073.390625,0.434673011
1088.296875,2.56835556,27547.03125,1071.421875,0.314017206
1087.34375,2.551426888,27373.59375,1069.84375,0.498351604
1087.5,2.540041447,26678.90625,1067.78125,0.388619989
1088.703125,2.548811197,27037.73438,1068.65625,0.493425012
1088.28125,2.558713198,28543.125,1068.5,0.579155982
1089.46875,2.575732946,27694.6875,1074,0.475371033
1090.15625,2.566249132,27577.96875,1072.546875,0.489906013
1087.28125,2.565441847,27032.34375,1065.671875,0.456551999
1090.96875,2.568859339,28642.96875,1069.40625,0.430236012
1089.46875,2.573761463,27388.125,1073.65625,0.59363997
1084.125,2.579865932,27322.96875,1064.25,0.455328017
1089.625,2.583203077,27803.4375,1072.59375,0.548107207
1089.4375,2.55728817,28393.35938,1070.5625,0.492592007
1092.1875,2.542380333,27690,1067.90625,0.606491983
1089.796875,2.548907042,27472.26563,1066.703125,0.511632025
1087.8125,2.553716421,27891.79688,1062.578125,0.552330017
1091.875,2.553549051,27237.1875,1069.046875,0.440946013
1090.90625,2.541670799,27295.3125,1067.171875,0.513730288
1090.953125,2.550098419,28558.125,1073.59375,0.459918022
1093.40625,2.541077137,27168.51563,1072.046875,0.524942994
1089.15625,2.567409039,26964.375,1071.15625,0.444617987
1084.84375,2.582598209,27509.76563,1068.6875,0.459765017
1085.8125,2.526239157,27550.54688,1068.484375,0.480114013
1090.296875,2.51677084,26864.76563,1071.09375,0.56013298
1087.90625,2.522642612,27182.34375,1067.265625,0.376686007
1090.09375,2.543869019,27027.89063,1069.4375,0.59868896
1092.25,2.56460619,27428.20313,1068.234375,0.432173997
1087.875,2.528560638,30000,1069.3125,0.529074013
1087.59375,2.517083168,27251.48438,1069.265625,0.449514002
1089.328125,2.514617443,29807.10938,1066.28125,0.563278019
1084.453125,2.545546532,26551.875,1067.5625,0.500126421
1088.671875,2.526465178,27311.25,1064.09375,0.420015603
1084.84375,2.521864176,28538.20313,1061.984375,0.517598987
1085.53125,2.519128323,26714.29688,1067.34375,0.479196012
1089.25,2.535299301,27010.07813,1068.234375,0.634643972
1090.34375,2.527292013,26619.60938,1072.25,0.677789986
1084.71875,2.53508687,26724.375,1066.5625,0.482868016
1093.09375,2.558186769,27001.64063,1072.8125,0.467108995
1091.84375,2.546490192,28365.70313,1068.84375,0.434825987
1088.34375,2.529377699,27192.89063,1067.578125,0.446759999
1084.734375,2.519953728,26975.85938,1066.515625,0.495414019
1088.171875,2.554000139,27252.42188,1073.046875,0.404226005
1089.15625,2.578031063,27765.9375,1068.96875,0.47674799
1093.921875,2.587136269,27752.10938,1071.9375,0.508265972
1087.484375,2.554321051,30000,1065.109375,0.471545994
1085,2.55503583,27067.03125,1064.890625,0.393210024
1086.078125,2.557817459,27380.85938,1064,0.484703988
1085.1875,2.544704199,30000,1062.015625,0.407285988
1088.46875,2.531295776,28852.03125,1069.9375,0.353634
1088.78125,2.529296875,27078.51563,1070.875,0.597006023
1090.171875,2.539731264,27322.03125,1066.84375,0.616957247
1087.625,2.544921875,27422.10938,1070.765625,0.546516001
1090.140625,2.530718803,27243.75,1072.46875,0.514692008
1085.796875,2.532095432,26985,1066.640625,0.507960021
1085.203125,2.562623501,26992.73438,1070.84375,0.429318011
1091.375,2.585499763,27468.04688,1070.234375,0.374972403
1085.5,2.567648649,27731.71875,1062.5625,0.385253996
1089.21875,2.536785126,26937.42188,1070.359375,0.341037005
1086.234375,2.566914797,30000,1062.203125,0.456551999
1087.796875,2.584878206,27661.40625,1064.4375,0.368179202
1088.1875,2.547566414,27699.14063,1069.15625,0.447831005
1090.796875,2.543244123,30000,1073.4375,0.387089998
1085.65625,2.549319983,27252.42188,1065.296875,0.514692008
1088.815063,2.551077366,27595.11719,1069.648438,0.425085008
1091.296875,2.572734594,30000,1068.25,0.447219014
1085.578125,2.566525459,28477.5,1068.390625,0.502758026
1093.703125,2.564408541,28887.65625,1071.375,0.586864293
1088.5625,2.560982943,27932.10938,1063.453125,0.550275445
1089.359375,2.557102203,27429.60938,1069.171875,0.543150008
1087.375,2.586341143,28113.75,1066.9375,0.478033185
1086.9375,2.590759993,26867.10938,1068.109375,0.513774037
1089.875,2.541051149,30000,1069.25,0.664632022
1093.421875,2.581668615,26743.125,1072.1875,0.63311404
1088.734375,2.529019356,26729.76563,1070.09375,0.444312006
1089.859375,2.544559956,30000,1069.71875,0.504790723
1088.390625,2.55957222,30000,1071,0.478278011
1090.796875,2.559014082,30000,1071.421875,0.466650009
1087.828125,2.548646688,30000,1068.953125,0.525095999
1089.140625,2.549522877,30000,1073.78125,0.553553998
1091.359375,2.555904865,30000,1072.234375,0.565284014
1090.296875,2.556250095,26510.85938,1069.125,0.355775982
1086.96875,2.552929163,27783.04688,1065.28125,0.570995986
1090.65625,2.524564505,27323.4375,1068.1875,0.344249994
1086.4375,2.51247406,30000,1068.484375,0.656522989
1089.96875,2.549518824,26793.28125,1070.65625,0.405449986
1091.671875,2.571974754,27365.85938,1071.5,0.421974003
1091.40625,2.583584309,30000,1068.71875,0.487274408
1086.1875,2.524916887,27314.29688,1066.65625,0.472770005
1085.140625,2.559385538,27139.6875,1068.140625,0.484704018
1089.75,2.577299356,30000,1067.359375,0.644895017
1092.03125,2.569933176,30000,1070.640625,0.544297516
1086.640625,2.545719147,30000,1061.9375,0.55539
1087.609375,2.535422325,29981.25,1067.40625,0.408204019
1091.226563,2.530878305,27397.73438,1070.21875,0.339659989
1088.84375,2.532213449,27047.57813,1065.078125,0.470322013
1085.109375,2.525148153,29236.875,1065.4375,0.477972001
1087.703125,2.53278017,27222.89063,1069.3125,0.646272004
1091.171875,2.539197206,30000,1072.75,0.353021979
1092.40625,2.540227175,27600.70313,1075.109375,0.63311398
1090.6875,2.541787863,26956.875,1071.734375,0.665856004
1090.28125,2.53438735,27313.125,1071.15625,0.569465995
1093.359375,2.551365852,27486.5625,1069.734375,0.384131998
1093.375,2.51774025,26691.79688,1069.265625,0.450024009
1090.703125,2.573643208,30000,1070.515625,0.516629994
1090.554688,2.587742329,28510.78125,1069.84375,0.466037989
1092.78125,2.543595552,27509.53125,1071.609375,0.532746017
1089.140625,2.512916327,26578.35938,1070.171875,0.443394005
1088.40625,2.516381979,26611.40625,1067.625,0.458510429
1087.453125,2.588288307,27939.84375,1067.75,0.624240041
1088.09375,2.528642654,27581.95313,1068.3125,0.381888002
1086.65625,2.538388014,26825.39063,1069.078125,0.446759999
1092.046875,2.528821945,27771.5625,1073.1875,0.353736013
1086.59375,2.525945902,27690.70313,1065.765625,0.502758026
1084.765625,2.555805683,30000,1066.171875,0.598612547
1089.015625,2.540773869,27285.70313,1069.296875,0.625769973
1090.953125,2.541142464,27265.07813,1075.40625,0.466344029
1088.984375,2.544380188,27303.51563,1069.75,0.533052027
1089.234375,2.552243471,27272.57813,1074.148438,0.555696011
1085.46875,2.553833961,27009.375,1066.59375,0.365899503
1085.859375,2.532099962,27054.60938,1068.890625,0.620873988
1092.15625,2.546416759,28107.65625,1074,0.465425998
1091.03125,2.549861193,27135.23438,1072.234375,0.601289988
1092.96875,2.584774494,27511.17188,1072.515625,0.361692011
1090.15625,2.578476429,27550.54688,1069.59375,0.38479501
1091.90625,2.543973684,28165.78125,1072.015625,0.521301627
1087.8125,2.539550304,27753.75,1068.515625,0.464048982
1090.9375,2.581590414,27785.39063,1069.703125,0.512549996
1086.3125,2.546150684,28664.0625,1066.546875,0.413814008
1089.3125,2.533217669,28299.84375,1071.625,0.589049995
1087.1875,2.534173489,27831.5625,1069.203125,0.473688006
1085.765625,2.538143873,28236.32813,1068.265625,0.464354992
1086.015625,2.536511898,29721.09375,1068.90625,0.464661002
1085.859375,2.539856911,30000,1067.921875,0.628371
1084.859375,2.551942825,27358.35938,1069.640625,0.459152997
1088.140625,2.552211523,30000,1072.828125,0.537030041
1084.578125,2.53698945,26880.9375,1065.625,0.552738011
1087.03125,2.559045076,26615.39063,1072.4375,0.570995986
1089.9375,2.588397026,26617.73438,1070.734375,0.520506024
1087.359375,2.572033167,26616.5625,1065,0.624852002
1085.859375,2.546929836,26613.28125,1065.25,0.465364784
1089.96875,2.560768604,26854.6875,1070.53125,0.586689413
1087.046875,2.582478762,27425.625,1069.15625,0.531675041
1088,2.536567926,29385.23438,1067.890625,0.369464397
1090.875,2.528373241,27993.28125,1070.5,0.443699986
1089.09375,2.522870064,27847.5,1072.234375,0.504670501
1088.28125,2.555761099,27836.71875,1068.15625,0.458999991
1084.609375,2.56004262,28801.875,1066.0625,0.474911988
1087.34375,2.556035042,28113.51563,1069.65625,0.456307203
1087.8125,2.544834137,27013.35938,1073.078125,0.596598029
1086.390625,2.533941507,26855.39063,1069.085938,0.423503995
1086.796875,2.54253459,27113.4375,1067.859375,0.49633202
1089.875,2.566594124,27261.32813,1067.828125,0.632073581
1086.210938,2.575088263,26680.07813,1068.90625,0.401879996
1084.5,2.530840874,27179.53125,1065.3125,0.557838023
1089.09375,2.567937613,26649.14063,1076.015625,0.424421996
1085.640625,2.5852561,27357.65625,1069.984375,0.664632022
1091.078125,2.600092411,27546.32813,1071,0.432990015
1085.328125,2.562226295,27049.6875,1069.46875,0.44754687
1085.953125,2.545535088,27173.20313,1070.015625,0.598536015
1088.234375,2.52487421,28701.5625,1067.234375,0.480114013
1091.921875,2.56319356,26877.1875,1067.3125,0.617232621
1087,2.581721544,30000,1066.84375,0.320535004
1093.28125,2.555190325,26792.57813,1072.75,0.468639016
1089.390625,2.552378654,28447.5,1069,0.4459185
1087.578125,2.54672575,30000,1070.5,0.51560998
1090.625,2.55385232,30000,1071.390625,0.594528377
1091.203125,2.542419434,29552.10938,1071.9375,0.546516001
1093.25,2.550281525,30000,1069.953125,0.537030041
1087.640625,2.563028812,28578.28125,1069.828125,0.624852002
1090.078125,2.549703836,29747.8125,1072.734375,0.429624021
1088.78125,2.536743402,30000,1068.257813,0.461142004
1088,2.544858217,27184.21875,1066.90625,0.522035956
1091.9375,2.543750048,26945.15625,1074.96875,0.44798401
1086.96875,2.543603897,27158.90625,1064.921875,0.483173996
1084.875,2.536780834,26730.46875,1063.890625,0.550494015
1088.640625,2.595422029,27365.39063,1074.40625,0.452573985
1093.203125,2.54336834,26823.04688,1071.796875,0.439619988
1088.71875,2.534710407,27263.90625,1069.84375,0.565335035
1088.640625,2.514325857,26883.98438,1072.125,0.4895235
1091.09375,2.522958994,27643.35938,1071.53125,0.478278011
1088.421875,2.536277294,27590.625,1071.015625,0.547350526
1084.0625,2.584824085,27810.46875,1067.0625,0.557327986
1089.5,2.561507702,29612.10938,1071.75,0.378828019
1089.921875,2.558172941,29430.9375,1066.53125,0.504288018
1088.46875,2.555241585,30000,1071.90625,0.546209991
1087.703125,2.547054291,27604.92188,1068.921875,0.396881998
1091.375,2.556536436,27555.46875,1069.3125,0.600831032
1085.703125,2.551210403,30000,1065.4375,0.506277025
1085.265625,2.54766202,27140.625,1067,0.558755994
1087.921875,2.529292583,27407.10938,1073.03125,0.502044022
1086.40625,2.517896652,27660.9375,1073.59375,0.467415005
1086.328125,2.550458908,28693.35938,1071.1875,0.488375992
1086.21875,2.592685461,29220.9375,1065.328125,0.490212023
1088.515625,2.54589057,27549.60938,1064.921875,0.51560998
1087.59375,2.511240005,26985.70313,1073.03125,0.442577988
1086.234375,2.51554656,28013.67188,1071.90625,0.609399021
1088.109375,2.566713095,27547.96875,1065.015625,0.634338021
1085.5,2.565553665,27590.625,1065.828125,0.551412046
1087.09375,2.56335783,30000,1064.03125,0.432072014
1089.296875,2.541830778,30000,1067.078125,0.410958022
1084.234375,2.538994789,29403.75,1063.53125,0.45024839
1088.78125,2.5405581,30000,1069.9375,0.527587712
1085.90625,2.549677372,30000,1066.140625,0.49633199
1089.296875,2.552146673,29195.39063,1071.625,0.571301997
1088.15625,2.556494474,28965.70313,1070.03125,0.523259997
1088.328125,2.557314634,27761.48438,1067.46875,0.514487982
1088.46875,2.557621241,27221.25,1073.5625,0.563040018
1089.25,2.552202225,27029.29688,1066.96875,0.583358407
1088.609375,2.529697895,27015.46875,1071.890625,0.597005963
1091.46875,2.527310133,26761.64063,1072.859375,0.517935634
1091.5,2.586328268,30000,1074.78125,0.496638
1085.96875,2.550800562,27876.09375,1063.78125,0.479808003
1086.234375,2.530778646,30000,1065.453125,0.468486011
1093.3125,2.542446613,27583.125,1073.140625,0.676667988
1092.71875,2.574136257,27786.09375,1072.546875,0.509643018
1085.28125,2.589927435,30000,1064.40625,0.48667115
1090.8125,2.565613985,28499.0625,1071.140625,0.487764001
1091.875,2.591850281,28375.54688,1070.765625,0.381684005
1087.0625,2.59973526,27803.90625,1067.890625,0.498168021
1084.578125,2.539638281,30000,1069.515625,0.451656014
1091.65625,2.539458513,29711.25,1071.359375,0.525095999
1085.09375,2.540738583,30000,1068.578125,0.576198041
1091.015625,2.557788134,30000,1073.804688,0.631889999
1085.15625,2.564639568,29958.28125,1065.8125,0.570384026
1088.171875,2.562595844,30000,1065.984375,0.634949982
1087.875,2.555552006,30000,1069.8125,0.628728032
1090.3125,2.537938595,28917.1875,1068.828125,0.608022034
1085.625,2.541056395,27988.35938,1066.734375,0.48715201
1088.015625,2.553707123,27182.57813,1069.921875,0.38953799
1088.375,2.57473135,27354.84375,1071.296875,0.691024482
1085.921875,2.593720198,30000,1067,0.411570013
1089.296875,2.570418119,30000,1067.125,0.400248021
1092.5,2.550904512,30000,1068.671875,0.489600003
1086.421875,2.537879705,26966.25,1066.9375,0.480848402
1092.5625,2.526347876,30000,1071.5,0.657287955
1087.03125,2.555739641,28490.85938,1070.3125,0.536418021
1086.5,2.575613976,30000,1068.5625,0.565385997
1091.046875,2.589140892,26803.125,1068.984375,0.538559973
1090.203125,2.551163197,30000,1071.140625,0.51591599
1093.34375,2.5507164,30000,1075.015625,0.439241141
1088.203125,2.539162397,30000,1068.109375,0.454410017
1090.601563,2.542899847,26973.75,1067.46875,0.569772005
1090.078125,2.556577444,28855.54688,1069.578125,0.518058002
1093.9375,2.556468248,30000,1074.65625,0.531766832
1084.765625,2.553771257,29161.17188,1067.40625,0.46787402
1086.265625,2.549822092,30000,1067.578125,0.388110012
1087.96875,2.531385899,27426.09375,1069.421875,0.516222
1088.03125,2.539117575,26896.17188,1066.09375,0.608098507
1089.6875,2.536780596,30000,1068.03125,0.587213993
1089.734375,2.587636232,27612.65625,1068.734375,0.570078015
1091.109375,2.563038111,30000,1072.296875,0.481399208
1085.765625,2.542002916,27824.0625,1068.40625,0.439415991
1085.03125,2.53108573,30000,1063.53125,0.489600003
1087.8125,2.570188522,30000,1069.21875,0.540457189
1091.9375,2.588987589,27375.46875,1071.765625,0.401625007
1085.203125,2.560367346,27340.07813,1066.078125,0.543251991
1088.703125,2.557649851,30000,1069.484375,0.59363997
1089.671875,2.572294712,30000,1071.890625,0.47674799
1085.421875,2.556424141,30000,1067.359375,0.484398007
1090.46875,2.560769081,27855.46875,1073.09375,0.51652801
1088.640625,2.57015419,30000,1065.140625,0.641070008
1091.25,2.547192335,30000,1075.46875,0.673200011
1089.796875,2.591561794,30000,1068.921875,0.566100001
1092.046875,2.596734762,30000,1069.203125,0.446249992
1090.5,2.540528536,30000,1069.6875,0.588234007
1092.015625,2.531328201,26917.03125,1071.1875,0.40851
1086.1875,2.521209478,30000,1065.71875,0.416282415
1092.234375,2.522642612,30000,1071.546875,0.355266005
1085.515625,2.591173887,30000,1066.671875,0.430113584
1090.375,2.548244715,27927.89063,1068.21875,0.382347018
1093.3125,2.592505693,30000,1071.40625,0.556919992
1086.71875,2.547472,28312.5,1065.9375,0.567629993
1085.71875,2.558650255,28067.34375,1069.140625,0.529686034
1089.421875,2.559574127,30000,1069.171875,0.415242016
1088.476563,2.565409899,30000,1068.96875,0.558939576
1092.234375,2.578202486,30000,1072.734375,0.473075986
1087.234375,2.579799414,28282.73438,1071.734375,0.368117988
1086.875,2.570885658,27005.85938,1069.40625,0.456368417
1092.09375,2.567890644,27762.65625,1069.78125,0.458510429
1085.6875,2.562204123,27732.42188,1069.703125,0.519587994
1084.65625,2.552359104,27498.04688,1064.46875,0.579946518
1092.5,2.541627884,30000,1074.140625,0.540334821
1086.15625,2.544602871,27531.5625,1072.203125,0.414936006
1087.9375,2.585391998,27202.5,1066.9375,0.517675519
1093.46875,2.577563286,27518.20313,1070.296875,0.539783955
1088.9375,2.544458866,30000,1072.75,0.388824016
1093.421875,2.554248571,30000,1071.03125,0.539681971
1089.265625,2.587908745,27888.28125,1077.25,0.401472002
1091.15625,2.580703974,27487.96875,1070.453125,0.38988772
1091.734375,2.545339108,30000,1070.15625,0.498779982
1089.5,2.521218777,30000,1071.234375,0.524330974
1085.609375,2.525341988,27868.82813,1067.734375,0.41860801
1090.84375,2.55723381,30000,1069.65625,0.417537004
1085.078125,2.577194452,30000,1069.53125,0.62270999
1089.203125,2.57915926,30000,1071.75,0.583848
1091.265625,2.568750143,30000,1071.046875,0.451787144
1090.9375,2.566215277,29285.15625,1073.984375,0.365669996
1089.03125,2.559637785,30000,1067.96875,0.427175999
1090.359375,2.534271717,27944.53125,1069.84375,0.391144514
1089.890625,2.530897379,30000,1076.492188,0.46886
1088.375,2.578507662,27811.40625,1072.625,0.567629993
1088.625,2.564310312,27578.90625,1069.109375,0.523259997
1091.171875,2.545356512,29226.5625,1072.640625,0.519404411
1084.640625,2.52760148,27894.14063,1066.71875,0.501942039
1084.3125,2.520071983,27243.04688,1065.09375,0.449033141
1090.96875,2.569588423,27915.70313,1072.171875,0.521117985
1090.25,2.557841063,30000,1070.578125,0.446759999
1086.21875,2.575971127,29037.89063,1068.828125,0.560591996
1086.84375,2.534749508,30000,1066.546875,0.581093967
1085.328125,2.535899878,28581.32813,1065.0625,0.334764004
1085.40625,2.551081419,28560.46875,1064.96875,0.521117985
1090.796875,2.546805382,26813.90625,1073.734375,0.540396035
1087.984375,2.584872961,28684.45313,1061.5,0.574208975
1086.71875,2.548418999,28059.375,1064.84375,0.365669996
1084.921875,2.527095079,30000,1066.15625,0.547587037
1090.171875,2.537593365,27078.51563,1072.53125,0.495617986
1084.9375,2.584851265,28316.01563,1068.359375,0.474299997
1090.921875,2.58462739,30000,1069.046875,0.333662421
1092.070313,2.556324244,28681.64063,1072.5,0.436424017
1088.984375,2.544062138,28088.4375,1069.109375,0.493700415
1088.234375,2.544532537,29118.28125,1068.953125,0.605268002
1088.171875,2.530398607,29860.78125,1068.4375,0.539661586
1085.140625,2.541445017,28128.51563,1072.015625,0.456654012
1089.25,2.549102306,28765.3125,1068.890625,0.483479977
1089.4375,2.549850702,29703.04688,1072.828125,0.548352003
1085.046875,2.537646055,28022.10938,1067.5,0.434826016
1088.890625,2.529782295,27342.42188,1072.21875,0.54590404
1084.21875,2.528709888,27402.65625,1068.0625,0.460530013
1092.40625,2.526669979,27059.76563,1071.59375,0.367199987
1088.84375,2.536634445,27147.1875,1072.5,0.510867
1088.125,2.546406746,28945.54688,1070.578125,0.503777981
1091.703125,2.585853577,28672.96875,1066.875,0.453797996
1087.71875,2.576053858,30000,1070.71875,0.445230007
1090.265625,2.554704428,27026.95313,1073.28125,0.475217998
1091.4375,2.525462389,30000,1072.671875,0.625514984
1085.632813,2.593014479,28101.5625,1065.796875,0.513671994
1089.703125,2.562227964,28265.15625,1071.65625,0.557532012
1093.890625,2.565506458,30000,1074.25,0.488682002
1086.796875,2.553190708,30000,1068.9375,0.459152997
1091.8125,2.55817771,30000,1070.671875,0.478584021
1090.515625,2.554177761,30000,1071.0625,0.528461993
1086.75,2.552030087,28566.79688,1071.375,0.40885973
1088.015625,2.566470385,29980.3125,1075.604126,0.566100001
1084.203125,2.561407804,29693.4375,1068.78125,0.521117985
1087.328125,2.562068939,30000,1069.15625,0.420444012
1089.03125,2.562771082,29707.73438,1070.84375,0.551717997
1087.140625,2.565305948,29444.0625,1071.171875,0.476135999
1084.625,2.570362091,29131.64063,1071.375,0.476901025
1087.703125,2.555796385,28749.375,1070.953125,0.465273023
1086.59375,2.541668415,29695.3125,1074.328125,0.496026009
1088.46875,2.590915203,29631.5625,1068.328125,0.544373989
1093.5,2.576060057,30000,1072.71875,0.646679997
1086.5625,2.539558411,27258.51563,1068.5,0.577422023
1084.25,2.527420044,27510.46875,1070.59375,0.468791991
1087.25,2.552470922,27079.45313,1067.09375,0.634949982
1085.765625,2.574586391,27548.90625,1067.515625,0.425493002
1089.265625,2.564889193,30000,1067.953125,0.68146199
1091.328125,2.564771652,29016.5625,1070.875,0.509122849
1092.46875,2.554948568,26963.4375,1072.75,0.431766003
1090.203125,2.549686432,30000,1073.328125,0.533663988
1087.78125,2.553538799,29358.75,1070.046875,0.390455991
1086.078125,2.559666872,30000,1065.703125,0.44994238
1087.25,2.555997133,28784.29688,1070.90625,0.38923201
1086.359375,2.568219662,30000,1072.375,0.550188005
1084.265625,2.535834074,27869.76563,1067.53125,0.42870599
1085.1875,2.582377672,29728.59375,1066.828125,0.501717567
1084.421875,2.594496489,28764.84375,1064.671875,0.494496018
1087.5625,2.561019659,29455.07813,1068.21875,0.430541992
1086.1875,2.554185867,28539.60938,1063.921875,0.471775532
1085.53125,2.586399317,27652.96875,1069.578125,0.429012001
1090.90625,2.564147472,29051.01563,1075.03125,0.549575984
1085.4375,2.558211803,30000,1070.671875,0.617814004
1092.5,2.575194836,30000,1073.28125,0.365669996
1088,2.567750216,30000,1073.390625,0.51295799
1088.421875,2.563853025,30000,1071.84375,0.443394005
1087.546875,2.568466663,30000,1074.3125,0.590273976
1089.984375,2.571763515,29774.29688,1070.765625,0.492965996
1084.75,2.564466,28876.875,1070.015625,0.580175996
1087.703125,2.565182924,29377.5,1070.578125,0.506940007
1086.46875,2.561794996,29055.46875,1067.59375,0.511326015
1088.90625,2.548763275,29230.54688,1067.90625,0.416695505
1085.65625,2.587471008,29318.67188,1068.515625,0.626075983
1090,2.586356401,29062.96875,1072.21875,0.532745957
1091.28125,2.575568199,28058.90625,1073.671875,0.303169519
1087.984375,2.590105534,29069.76563,1068.46875,0.499851018
1089.5625,2.592242241,28319.53125,1069.40625,0.453186005
1087.125,2.563316107,27738.75,1072.6875,0.519465625
1087.8125,2.551357508,27833.20313,1064.21875,0.406980008
1089.109375,2.533618689,27516.5625,1072.390625,0.627197981
1091.140625,2.582940817,30000,1073.734375,0.488478005
1091.109375,2.560031652,28379.0625,1073.4375,0.449514002
1092.390625,2.564422369,27836.95313,1070.6875,0.570384026
1089.828125,2.551086903,29443.35938,1075.71875,0.487967998
1087.328125,2.55608964,28033.35938,1074.609375,0.567426026
1087.21875,2.554751635,29145,1073.9375,0.531113982
1089.328125,2.561496258,28348.35938,1074.09375,0.472376585
1085.921875,2.571298361,28574.29688,1070.6875,0.595170021
1091.671875,2.583135366,30000,1073.515625,0.460785002
1089.296875,2.585021019,28413.28125,1075.25,0.421158016
1090.1875,2.585711718,28582.03125,1072.71875,0.524789989
1089.578125,2.575183153,27837.1875,1072.65625,0.526625991
1086.234375,2.56154108,27399.84375,1070.984375,0.527850032
