cwp_1a_kw,cwp_1a_disc_p,ret_cw_flow,cwp_1b_kw,cwp_1a_dey
1088.65,2.54395,28595.3,1071.43,0.514428
1089.56,2.58319,28826.2,1071.63,0.504985
1089.22,2.59452,28720.1,1071.07,0.527536
1089.16,2.56358,28453.4,1070.96,0.503262
1088.74,2.55344,28607.2,1070.95,0.510794
1087.93,2.53424,28485.2,1070.74,0.529399
1088.02,2.5206,28300,1070.77,0.499416
1089.4,2.57688,29015.6,1070.6,0.489954
1089.05,2.58497,28717.2,1069.69,0.514345
1089.49,2.56616,29487.9,1069.86,0.500568
1089.73,2.56181,28850.3,1070.35,0.501288
1089.4,2.5598,29922.2,1069.56,0.528657
1088.73,2.55715,28828.3,1069.26,0.527554
1088.33,2.55658,29175.6,1069.27,0.520436
1087.85,2.5526,29231.2,1069.13,0.543754
1087.34,2.55605,29561.1,1069.83,0.535612
1087.87,2.55997,29734,1069.02,0.505932
1088.47,2.55905,29135.7,1069.36,0.509335
1087.17,2.55554,29348.5,1069.81,0.491667
1087.22,2.55307,28545.9,1071.6,0.501622
1088.14,2.55894,28500.9,1071.36,0.502266
1088.48,2.5709,28698.3,1071.6,0.504804
1088.71,2.56597,28354.4,1071.84,0.52932
1088.64,2.53766,28187.3,1071.37,0.514463
1088.37,2.5476,28067.5,1071.7,0.512194
1088.71,2.57904,28336.6,1071.05,0.507532
1088.99,2.59013,28522.4,1072.2,0.487113
1089.35,2.56301,28483.6,1071.99,0.490345
1087.59,2.54519,28172.5,1071.04,0.535377
1087.05,2.53739,28134.3,1071.19,0.518464
1088.66,2.54986,28418.7,1071.45,0.494039
1089.68,2.58119,28591.2,1071.3,0.526687
1088.47,2.58979,28570.4,1070.67,0.506067
1088.29,2.55469,29435,1070.74,0.509608
1087.61,2.54796,29698.9,1071.02,0.552993
1087.65,2.57247,29517.1,1069.92,0.541212
1087.86,2.56507,28490.8,1071.95,0.562524
1087.82,2.55809,29540.1,1072.17,0.557057
1089.03,2.55634,29529,1072.05,0.555619
1089.24,2.56418,29547,1071.87,0.522721
1087.94,2.57012,29551.6,1070.74,0.528767
1087.9,2.57005,29558.1,1070.88,0.515791
1087.74,2.56717,29214.2,1069.99,0.511146
1087.27,2.55447,28688.1,1069.9,0.534829
1089.04,2.56767,28647,1071.3,0.524095
1088.38,2.57683,28971,1072.09,0.506108
1089,2.57339,28559.1,1071.75,0.547953
1088.38,2.55416,28220.8,1071.48,0.53653
1088.38,2.58386,28533.4,1070.77,0.526262
1088.92,2.59271,28392.2,1070.69,0.515709
1088.83,2.57421,28076.8,1071.76,0.493389
1087.74,2.5575,28001.5,1070.89,0.533169
1086.58,2.5501,27931.3,1069.55,0.522081
1089.2,2.53795,28184,1070.6,0.524705
1090.33,2.57633,28562.8,1072.31,0.537441
1087.72,2.58373,28679.8,1070.37,0.551883
1088.01,2.55818,28798.2,1070.71,0.522906
1086.9,2.5571,28950.6,1068.91,0.547052
1087.64,2.55268,28789.1,1070.81,0.566518
1086.39,2.54623,28936.4,1069.51,0.50434
1085.87,2.55421,28663.4,1069.65,0.534678
1087.11,2.55116,28421.6,1070.59,0.51528
1086.78,2.55247,28144.2,1069.69,0.499607
1088.03,2.56123,28564.2,1071.67,0.524925
1085.98,2.58267,28962,1070.32,0.533111
1086.98,2.58875,28652.7,1070.37,0.52039
1087.84,2.58249,28264.1,1071.71,0.535356
1088.06,2.58219,28128.9,1071.65,0.515485
1088.69,2.56244,27949.8,1071.94,0.509769
1087.38,2.55219,28072.4,1071.14,0.535059
1087.97,2.54785,27918.4,1071.7,0.524511
1087.33,2.53932,27791.1,1070.02,0.54652
1088.8,2.58263,28067.6,1070.14,0.515217
1089.29,2.59506,28117.2,1072.13,0.530105
1088.73,2.57384,28000,1071.33,0.492535
1087.04,2.54455,27669.3,1070.61,0.55263
1086.12,2.54112,27553.1,1068.67,0.514595
1087.68,2.54305,27661.8,1070.02,0.533671
1088.86,2.57543,28195.8,1068.65,0.506274
1088.27,2.59053,28629,1067.84,0.525285
1088.38,2.57607,29381.1,1068.56,0.522259
1088.46,2.54546,28466.2,1069.55,0.525417
1089.58,2.55002,28648.9,1069.86,0.523246
1090.28,2.57066,27787.9,1071.14,0.520891
1089.85,2.57253,29584.1,1071.13,0.543996
1090.54,2.57582,29668.6,1070.13,0.501347
1091.04,2.56863,29643.8,1071.32,0.51486
1091.93,2.56686,28719,1072.26,0.503863
1091.14,2.56292,27361.6,1071.37,0.528784
1090.98,2.55926,29088.8,1071.31,0.539282
1090.58,2.54923,29075.6,1071.14,0.523574
1091.27,2.54312,29427.7,1072.13,0.52008
1091.05,2.56072,29352.9,1072.25,0.510106
1091.56,2.58977,29149.9,1071.58,0.51285
1092.41,2.59956,29191,1072.14,0.4873
1090.59,2.54809,28766.4,1070.68,0.50354
1089.89,2.54095,29185.8,1070,0.526219
1092.41,2.54455,28409.6,1072.15,0.517862
1093.15,2.57888,29296.2,1073.36,0.525548
1091.5,2.58833,29147.6,1071.65,0.534428
1091.68,2.55539,29166.8,1071.67,0.506317
1090.68,2.56189,29148.8,1071.15,0.499059
1090.39,2.55954,28709,1070.3,0.505637
1090.24,2.55682,29604,1070.2,0.509978
1090.74,2.55472,29485.6,1070.8,0.538198
1090.18,2.55103,29455.8,1069.24,0.529246
1090.48,2.56111,29401.1,1069.58,0.530535
1090.91,2.55942,29507.2,1071.5,0.522055
1090.97,2.55532,29453.6,1070.69,0.505479
1091.47,2.55615,29322.6,1069.35,0.523048
1091.68,2.55879,29085.7,1071.44,0.515169
1091.28,2.56818,29417.2,1072.19,0.530645
1092.11,2.55045,29151.7,1072.16,0.528179
1093.31,2.58193,29338.4,1071.68,0.502738
1093,2.5939,29409.9,1072.39,0.489492
1092.81,2.56764,29533.2,1071.05,0.483856
1090.67,2.53902,28876.7,1070.91,0.535746
1092.37,2.53974,29414.4,1072.44,0.537049
1093.51,2.55152,28652,1072.41,0.520383
1093.6,2.58656,27609.5,1073.39,0.532176
1091.69,2.59425,27444.8,1071.84,0.520484
1093.17,2.57073,29739.2,1072.37,0.492146
1091.85,2.55249,29740.7,1071.97,0.522907
1089.85,2.55276,27649,1068.88,0.562725
1089.92,2.55489,28058,1069.3,0.546313
1090.25,2.55863,29239.2,1069.88,0.518341
1090.52,2.56284,28843.5,1070.22,0.507578
1092.05,2.56684,28447,1071.74,0.48246
1089.9,2.55622,28458,1069.59,0.5012
1091.38,2.55581,27901.6,1070.95,0.523601
1090.28,2.5522,28423.3,1070.53,0.530753
1091.76,2.55265,28831.1,1071.64,0.533586
1090.53,2.54854,27793.2,1070.05,0.557038
1091.24,2.54745,28030.7,1071.48,0.542796
1091.48,2.54953,28423.8,1072.12,0.520428
1092.12,2.57953,28949.4,1071.3,0.498718
1093.09,2.58356,28533.7,1071.89,0.532007
1092.78,2.58437,28676.2,1071.67,0.527729
1092.1,2.56744,29064.6,1071.2,0.522811
1092.94,2.55119,28781.1,1072.08,0.526665
1093.02,2.54494,28195.8,1071.81,0.534482
1090.98,2.54478,28835.7,1070.5,0.543332
1090.95,2.5449,29087.9,1069.98,0.550341
1090.86,2.55966,28022.9,1071.19,0.522803
1090.22,2.55486,29529,1070.67,0.51846
1090.36,2.55198,27557.1,1070.81,0.518222
1090.66,2.55261,27816.8,1072,0.511576
1090.6,2.558,27568.9,1072.08,0.488913
1090.66,2.55871,28332.2,1073.9,0.534034
1090.97,2.56017,28611.9,1075.11,0.52288
1090.86,2.55754,28082.6,1073.6,0.509488
1089.93,2.55624,27455.5,1072.56,0.520405
1090.31,2.55213,28396,1072.4,0.551979
1090.03,2.5454,28841.2,1071.41,0.535512
1091.87,2.59879,28819.7,1072.61,0.516843
1092.16,2.56221,29897.9,1071.18,0.501722
1090.94,2.53445,29552,1070.92,0.541413
1090.88,2.54872,30000,1070.61,0.509662
1091.58,2.54727,28329.7,1072.13,0.523874
1093.39,2.59198,30000,1072.85,0.513382
1091.36,2.59515,30000,1070.6,0.524047
1091.05,2.59343,28943.4,1070.12,0.514915
1090.96,2.55853,27905.3,1068.69,0.503532
1091.63,2.54056,28398.4,1071.5,0.504897
1091.13,2.52638,27486.9,1070.6,0.553974
1091.48,2.53431,29167.5,1069.76,0.516943
1091.39,2.53973,29599.6,1070.24,0.528222
1090.86,2.54496,28401.1,1070.48,0.531943
1090.67,2.5567,29253.1,1070.35,0.523978
1090.67,2.56686,28013.2,1070.61,0.525036
1090.93,2.57232,28846.3,1073.85,0.521762
1090.78,2.57549,28309.2,1073.63,0.489844
1090.87,2.57545,29209.9,1071.62,0.48081
1089.99,2.54935,27949.9,1071.53,0.474754
1088.77,2.52888,27409.8,1071.06,0.497344
1090.4,2.54592,27351.7,1071.06,0.501178
1092.69,2.59034,28786.1,1071.01,0.498705
1093.08,2.59736,27613,1072.69,0.516886
1089.67,2.53444,28387.2,1070.18,0.530961
1091.85,2.58203,29133.9,1070.82,0.496447
1092.37,2.57051,27202.3,1070.37,0.516739
1092.65,2.55441,28110.4,1071.68,0.511391
1091.81,2.54801,28856.6,1071.64,0.535986
1090.83,2.54154,28515.4,1070.06,0.530905
1090.88,2.53814,27967.6,1070.44,0.51749
1091.55,2.5368,27842,1071.91,0.517065
1092.2,2.54546,27248.1,1071.59,0.524668
1091.72,2.54406,28199.9,1070.58,0.524283
1090.07,2.553,29844.7,1068.99,0.521014
1091.36,2.5673,27284.6,1071.1,0.506121
1090.62,2.5876,29356.7,1070.96,0.512177
1092.19,2.55172,27774.8,1072.58,0.495826
1088.9,2.52325,28025.5,1069.81,0.510504
1090.7,2.54231,27427,1071.72,0.491063
1091.37,2.57966,28723.1,1070.81,0.503236
1090.67,2.58746,28874.4,1070.08,0.495928
1091.47,2.58256,29412.9,1069.7,0.505773
1089.99,2.55513,29552.1,1069.63,0.515118
1091.65,2.5871,27023.2,1070.67,0.505738
1088.64,2.52896,28626.9,1070.19,0.531219
1089.11,2.56658,29355.5,1069.34,0.510474
1090.96,2.58079,29477.9,1070.56,0.508956
1090.99,2.56924,29258.5,1069.85,0.504537
1090.69,2.56579,29224.9,1071.89,0.502274
1091.21,2.5778,29130.3,1073.88,0.495017
1090.95,2.57496,29035.3,1073.68,0.477253
1091.47,2.56753,29175.8,1072.93,0.481976
1091,2.56062,29490.4,1072.07,0.508073
1091.78,2.54221,29338.8,1071.88,0.504052
1090.53,2.53414,29344,1070.93,0.505263
1093.1,2.57896,29045.1,1072.68,0.517451
1093.42,2.59424,29340.4,1074.1,0.505866
1092.78,2.58266,28985,1073.42,0.491082
1090.93,2.5297,28142.2,1073.06,0.508728
1090.82,2.53571,28363.2,1072.2,0.515031
1092.84,2.54836,27963.1,1073.19,0.518321
1093.34,2.58935,28219.3,1073.88,0.515223
1092.31,2.60172,29063.5,1072.73,0.504956
1092.5,2.55239,27640,1073.4,0.500562
1091.67,2.53835,27059.7,1073.16,0.510243
1091.13,2.5477,27126.8,1072.66,0.530504
1090.39,2.54873,29114.2,1072.05,0.511555
1090.69,2.55496,29481.7,1072.86,0.526
1091.17,2.56288,29405,1072.47,0.527085
1091.55,2.56451,29228.6,1073.56,0.521266
1092.16,2.56011,29291.4,1073.52,0.500293
1092.22,2.5561,28911.3,1073.34,0.513704
1093,2.5592,28514.2,1073.53,0.517689
1093.12,2.56963,28895.6,1072.54,0.508272
1093.58,2.58235,29001.2,1074.47,0.51142
1092.26,2.55507,28770.3,1073.91,0.508834
1092.92,2.58827,28905.7,1073.26,0.521265
1093.41,2.60159,29454.6,1073.55,0.507389
1093.15,2.58252,29304,1073.88,0.502049
1092.92,2.57337,29361,1073.62,0.491132
1092.08,2.56884,29286.4,1072.12,0.501399
1092.64,2.55466,29491.7,1073.78,0.504969
1093.31,2.59157,29402.2,1074.68,0.551649
1092.11,2.59151,29368.7,1074.49,0.543944
1091.31,2.57487,29044.7,1072.32,0.531265
1090.37,2.54566,27255.5,1071.98,0.511729
1089.71,2.54412,28153.4,1071.92,0.523146
1089.66,2.55885,28208.6,1072.49,0.518481
1090.35,2.5614,28340.9,1073,0.506656
1091.13,2.56855,28317.5,1073.07,0.532228
1089.89,2.56216,28303.6,1072.36,0.531318
1090.58,2.56013,28098.7,1072.78,0.528623
1091.09,2.55517,28192.2,1073.6,0.511265
1091.27,2.55107,28045.6,1073.37,0.512509
1090.74,2.54974,28183.7,1073.36,0.511168
1090.06,2.55447,28345.2,1072.82,0.499464
1092.41,2.57493,29320.1,1074.33,0.535528
